text,label
And take this note with you to explain all about your naughtiness!,1
"And while Katie and Isis were waiting to see the head teacher, they both felt very sad and wondered what they could do about Miss Vile.",0
Couldn’t you turn her into a toad or something?,1
asked Isis. But Katie shook her head.,0
"If Miss Vile suddenly turned up to school one day as a toad, everyone would know who was to blame, and I would be in a huge heap of trouble.",0
I might even get expelled for turning a teacher into a toad.,0
And then the Head Teacher called Katie and Isis into her study.,0
"She read the note, and shook her head.",0
"But she wasn’t too cross, because she knew all about Katie.",0
"I know that you are a bit different,",1
"she said to Katie,",0
"and that you can do all sorts of magic spells, but it’s best not to mention it to anybody, ok?",1
Some things are best kept a secret.,1
Now go back to your lessons both of you.,1
"Katie and Isis didn’t see much point in hurrying back to the class, and so they both sat in the cloak room and talked over the problem of Miss Vile.",0
"Well if you can’t turn her into something horrid, maybe you can turn her into something nice,",1
said Isis. And Katie thought about this.,0
"But she couldn’t imagine Miss Vile being anything nice, and she thought that the magic wouldn’t work.",0
I’ve got it!,1
said Isis.,0
It will be Valentine’s Day soon.,1
Why don’t you make her fall in love?,1
"Grown-ups are always in a happy mood when they are in love, and she’ll be nice and kind to us.",1
"Katie thought that was a brilliant idea, because witches know all sorts of magic spells for making people fall in love.",0
But there was only one question.,0
Who with?,0
"Why with Potty of course,",1
"said Isis,",0
He hasn’t got a wife.,1
"Why don’t you make him send her flowers and chocolate, and then she’ll be dancing on air.",1
"Katie and Isis both had a fit of giggles, and when they got back to class everyone wondered why they were both looking so happy after a visit to the Head Teacher’s study.",0
"At home that evening, Katie opened up her mother’s book of spells and turned the pages to",0
"for Love. There were loads and loads of spells, but some of them were a bit impractical.",0
"For instance, if she followed one spell she would need to get hold of some big toe nail clippings from Mr Philpots and a lock of hair from Miss Vile. That didn’t sound very easy.",0
"For another spell, she needed some mandrake’s root from the magic grocery shop, and mandrake’s root was very expensive.",0
"And then she found a spell that just required pictures of the two people who were to fall in love, and that was easy because she had a photograph of the whole school from the end of summer term.",0
"It was a shame that she had to cut it up with a pair of scissors, but it was in a good cause.",0
"On February the fourteenth, which as everyone knows is Valentine’s day, Miss Vile came into class looking quite different.",0
Isis said afterward that she looked like she was lightly tripping on air.,0
"When they saw her, Katie and Isis both felt sure that she had found a box of chocolates, a bunch of red roses and a card next to her locker in the staff room.",0
"Miss Vile. I’m really sorry, but I didn’t have time to do my home work last night.",1
The whole class went silent and you could have heard a drawing pin drop.,0
But Miss Vile said:,0
Never mind Katie. It wasn’t very important anyway.,1
And everyone gasped.,0
And then Katie said:,0
"Actually, I was just joking.",1
I did do it really!,1
And Miss Vile smiled and said.,0
"Ah yes, that’s a funny joke.",1
You got me there.,1
And everyone was totally amazed.,0
I mean like gobsmacked.,0
And Katie smiled to herself.,0
She knew that her spell had worked.,0
"But what Katie didn’t know was that Miss Vile had not just received one box of chocolates, and one bunch of flowers that morning.",0
No. She had received two of each!,0
And two Valentine’s Day cards.,0
No wonder she was in such a good mood.,0
"That evening, Isis and her mum were out shopping in town, and Isis saw Potty and Miss Vile standing outside a restaurant window and looking at the menu.",0
And Isis said to her mum:,0
Look!,1
How romantic!,1
Our teachers are going out for a candle-lit dinner on St. Valentine’s day!,1
And her mum thought that Isis was getting very grown up to make a remark like that.,0
My oh my.,1
Just look at the price of steak and chips at this place.,1
Let’s find somewhere cheaper.,1
"But because Miss Vile was in love, she didn’t think that her dear Potty was stingy.",0
"No, she thought how clever he was to be careful with money, and what a good husband he would make.",0
"For the rest of term, Miss Vile was as sweet as could be, but when the children came back for the summer term, they were in for a big disappointment.",0
Her first words were:,0
The first person who so much as whispers will be picking up litter after school for the rest of term.,1
And Katie and Isis both knew that she Miss Vile must have fallen out of love.,0
Katie was disappointed because it seemed that her spell had not worked entirely as it was supposed to.,0
And so she asked her mother whether the love spell using pictures was any good.,0
"She was careful to explain that it wasn’t for her, but for somebody else.",0
And her mother said:,0
"Love spells work, but only for a while.",1
"It’s only True Love that lasts for ever, not magic love.",1
True Love must come from the heart.,1
"And when Katie heard that, she understood that it wasn’t her fault that the spell hadn’t lasted.",0
And when she told Isis about this they both felt a bit down.,0
But at least they only had one more term with Miss Vile – and after the summer holidays they would have a new form teacher.,0
And Miss Vile was her old grumpy moody self for the next five weeks.,0
"But then after the half term holiday, everyone had a pleasant surprise.",0
She was back to being lovely and carefree.,0
"Katie, did you put another spell on her?",1
asked Isis. But Katie hadn’t.,0
No what had happened was that Mr Cotton had worked up the courage to ask Miss Vile to go to the opera with him.,0
Mr Cotton had two nicknames.,0
One was,0
Socks,1
as in,0
cotton socks,1
and the other was,0
Mr Rotten.,1
"But the second name was unfair, because Mr Cotton was the sweetest and kindest teacher in the whole school.",0
And now Mr Cotton and Miss Vile had found their True Love. Text Copyright Hugh Fraser two thousand and nine.,0
"Football fans, at last here’s a story for you!",0
This story is set at the local football stadium.,0
"We are talking here about the beautiful game which the world plays – not the USA sort of football – sorry Storynory listeners in America, we love you, but we only understand this type of football.",0
"Yes, if you enjoy funny action packed and slightly silly stories, you will love this.",0
"Our hero, who is unjustly wanted by the police, is once again solving a crime.",0
Could it be that the matches at the local football stadium are fixed?,0
"Story by Bertie. Read by Natasha. Proofread by Jana Elizabeth. Bertie says – on the controversial subject of sound effects, I felt we couldn’t have a story about a football match without some crowd sounds.",0
